124,133,10,2
124,269,10,3
125,257,1,2
125,221,10,2
125,47,1,1
125,59,10,1
126,185,1,2
126,224,1,1
127,9,10,1
127,38,10,2
128,266,3,2
128,84,3,2
129,130,10,2
129,131,10,2
130,188,10,2
130,129,10,2
131,115,10,4
131,129,10,2
132,145,10,2
132,104,10,2
133,218,8,3
133,218,10,3
133,124,8,2
133,124,10,2
134,170,4,2
134,63,4,2
135,189,9,2
135,277,9,3
135,83,9,2
136,204,0,3
136,296,0,3
137,73,3,2
138,262,9,2
138,39,9,2
139,232,0,2
139,113,0,2
140,211,3,3
140,107,3,3
141,285,7,2
141,295,7,2
142,158,0,2
142,204,0,2
144,205,7,2
144,280,7,4
143,221,10,2
143,6,9,2
143,38,10,5
143,88,9,2
143,88,11,2
143,89,2,2
143,89,6,2
143,89,8,2
143,91,2,4
143,91,6,4
143,91,8,4
143,122,11,4
145,231,10,3
145,132,10,2
146,149,6,1
146,290,6,2
147,277,0,1
147,83,0,3
148,161,1,3
148,206,1,1
149,225,6,2
149,146,6,1
150,257,9,1
150,195,10,2
150,48,9,2
150,59,10,1
151,85,4,2
152,153,1,3
152,248,1,2
153,228,1,2
153,273,1,2
153,152,1,3
154,223,4,2
154,291,4,2
155,167,2,2
155,167,6,2
155,167,8,2
155,1,2,2
155,1,8,2
155,2,6,4
155,12,1,2
155,23,1,3
156,239,7,2
156,12,9,2
156,22,7,3
156,28,9,2
157,36,1,3
157,67,1,2
158,276,0,1
158,142,0,2
159,264,10,3
159,94,10,2
160,24,2,1
160,24,3,1
160,43,2,1
160,43,3,1
161,27,1,1
161,148,1,3
162,10,0,1
162,81,0,2
163,248,1,4
163,245,3,2
163,245,6,2
163,23,1,2
163,32,3,1
163,32,6,1
164,92,9,3
165,261,2,2
165,261,3,2
165,43,2,2
165,43,3,2
167,187,9,1
167,12,9,3
167,13,2,2
167,13,6,2
167,13,8,2
167,155,2,2
167,155,6,2
167,155,8,2
166,183,8,3
166,212,8,4
166,61,8,4
168,235,9,4
169,39,9,1
169,88,9,2
170,60,4,2
170,134,4,2
171,280,7,4
171,70,7,2
174,15,1,2
174,97,1,3
172,251,5,4
173,251,5,4
180,229,10,1
180,29,10,2
181,234,1,3
181,105,1,2
182,200,8,2
182,114,8,2
183,184,8,2
183,166,8,3
184,197,8,2
184,183,8,2
175,281,1,2
175,74,1,2
175,111,1,3
176,192,10,2
176,72,10,3
177,41,7,3
177,42,7,3
178,197,8,3
178,114,8,3
179,232,0,2
179,279,0,2
185,206,1,2
185,17,2,2
185,17,3,2
185,121,2,3
185,121,3,3
185,126,1,2
186,238,10,3
186,56,10,4
187,6,9,3
187,167,9,1
188,29,10,3
188,130,10,2
189,246,9,3
189,135,9,2
190,195,0,2
190,210,0,2
190,257,1,2
190,275,11,2
190,27,1,1
190,104,11,2
191,276,0,2
191,216,6,1
191,17,2,2
191,17,3,2
191,81,0,3
191,82,2,3
191,82,3,3
191,82,6,4
192,4,10,3
192,176,10,2
193,203,3,3
193,95,3,2
194,105,1,2
194,111,1,2
195,48,0,2
195,104,10,1
195,150,10,2
195,190,0,2
196,270,11,1
196,271,11,3
197,184,8,2
197,178,8,3
198,268,3,2
198,284,3,2
198,268,6,2
198,284,6,2
199,291,4,2
199,287,4,2
199,3,4,2
199,26,4,2
200,280,8,3
200,182,8,2
201,215,4,2
201,62,4,2
202,248,4,2
202,31,4,2
203,78,3,2
203,193,3,3
204,136,0,3
204,142,0,2
205,44,7,2
205,144,7,2
206,148,1,1
206,185,1,2
207,243,3,2
207,109,3,2
208,286,8,3
208,230,10,3
208,79,8,2
208,79,10,2
209,273,1,2
209,97,1,2
210,10,0,2
210,190,0,2
211,140,3,3
212,52,8,4
212,166,8,4
213,300,1,3
213,50,1,2
214,274,5,1
214,40,5,1
215,19,4,2
215,201,4,2
216,290,6,2
216,191,6,1
217,42,4,2
217,62,4,2
218,220,8,2
218,220,10,2
218,133,8,3
218,133,10,3
219,234,1,1
219,289,1,3
220,79,8,2
220,79,10,2
220,218,8,2
220,218,10,2
221,125,10,2
221,143,10,2
222,258,11,3
222,94,11,4
223,260,4,2
223,274,5,1
223,294,5,2
223,12,4,2
223,154,4,2
224,293,1,3
224,126,1,1
225,100,6,1
225,149,6,2
226,294,5,2
227,231,2,2
227,271,2,2
227,231,3,2
227,271,3,2
228,236,1,2
228,153,1,2
237,298,3,3
237,78,3,2
238,8,10,3
238,186,10,3
239,277,7,1
239,156,7,2
229,0,10,4
229,180,10,1
230,249,10,2
230,208,10,3
231,98,2,1
231,98,3,1
231,98,10,1
231,145,10,3
231,227,2,2
231,227,3,2
232,139,0,2
232,179,0,2
233,60,4,2
233,119,4,2
234,181,1,3
234,219,1,1
235,58,9,2
235,168,9,4
236,300,1,2
236,228,1,2
243,263,3,1
243,207,3,2
244,44,7,2
245,294,3,3
245,294,6,3
245,163,3,2
245,163,6,2
246,270,11,3
246,34,11,2
246,54,9,1
246,189,9,3
247,279,0,3
247,112,0,2
248,284,7,3
248,152,1,2
248,163,1,4
248,202,4,2
240,271,2,2
240,292,2,2
240,271,3,2
240,292,3,2
241,252,7,1
241,10,7,4
242,12,1,2
242,47,1,2
249,250,10,3
249,230,10,2
250,4,10,2
250,249,10,3
251,40,5,2
251,172,5,4
251,173,5,4
252,93,7,2
252,241,7,1
253,24,2,2
253,24,3,2
253,86,2,2
253,86,3,2
254,67,1,3
254,87,1,2
255,256,9,2
255,11,9,1
256,58,9,2
256,255,9,2
257,101,9,1
257,125,1,2
257,150,9,1
257,190,1,2
258,25,11,2
258,222,11,3
259,301,9,3
259,120,9,3
260,223,4,2
261,1,2,4
261,2,3,2
261,165,2,2
261,165,3,2
262,7,9,2
262,138,9,2
263,0,10,3
263,51,3,2
263,107,3,3
263,109,10,2
263,243,3,1
264,299,10,2
264,159,10,3
265,266,3,3
266,128,3,2
266,265,3,3
267,14,3,2
267,20,3,2
268,76,3,2
268,76,6,2
268,198,3,2
268,198,6,2
269,124,8,3
269,124,10,3
270,196,11,1
270,246,11,3
271,104,11,2
271,196,11,3
271,227,2,2
271,227,3,2
271,240,2,2
271,240,3,2
272,25,11,2
273,153,1,2
273,209,1,2
274,214,5,1
274,223,5,1
275,88,9,1
275,88,11,1
275,101,9,2
275,190,11,2
276,158,0,1
276,191,0,2
277,292,7,2
277,12,12,4
277,86,0,2
277,86,9,2
277,135,9,3
277,147,0,1
277,239,7,1
278,61,8,3
279,179,0,2
279,247,0,3
280,93,8,7
280,144,7,4
280,171,7,4
280,200,8,3
290,146,6,2
290,216,6,2
291,287,4,2
291,154,4,2
291,199,4,2
292,86,2,2
292,86,3,2
292,104,7,3
292,240,2,2
292,240,3,2
292,277,7,2
281,71,1,3
281,175,1,2
282,73,3,2
282,95,3,1
283,301,9,1
283,92,9,2
284,35,3,2
284,35,6,2
284,42,7,3
284,198,3,2
284,198,6,2
284,248,7,3
285,93,7,1
285,141,7,2
286,114,8,2
286,208,8,3
287,41,4,2
287,199,4,2
287,291,4,2
288,16,3,2
288,73,3,1
289,219,1,3
294,2,3,2
294,2,6,2
294,223,5,2
294,226,5,2
294,245,3,3
294,245,6,3
293,74,1,3
293,224,1,3
295,70,7,2
295,141,7,2
296,112,0,2
296,136,0,3
297,298,3,3
298,237,3,3
298,297,3,3
300,36,1,3
300,213,1,3
300,236,1,2
301,259,9,3
301,283,9,1
299,30,10,2
299,264,10,2
